Date,R.A._ICRF,DEC_ICRF,delta,deldot,Opposition,x_ICRF,y_ICRF,z_ICRF,x_Ecl,y_Ecl,z_Ecl,x_Pol,y_Pol
01/11/1980,205.45696,-5.97093,0.00267517159932,-0.0386727,2,-0.0024023307620107655,-0.0011436386236587353,-0.0002782816813609096,-0.0024023307620107655,-0.0011599620536789947,0.00019959466358074448,0.0026677153251571683,-2.6917600676063547
01/12/1980,217.19463,-9.62189,0.00264914821451,-0.0510374,2,-0.002080589083747808,-0.0015789457415119523,-0.0004427930356185032,-0.002080589083747808,-0.0016247873883364797,0.00022181359231052518,0.002639845638045494,-2.478590509398657
01/13/1980,229.45896,-12.94108,0.00261682290495,-0.0602955,2,-0.0016577136284667952,-0.001938120466154294,-0.0005860347263944957,-0.0016577136284667952,-0.0020113020297327874,0.00023326334272486926,0.002606405633974071,-2.2601197257495382
01/14/1980,242.38636,-15.74439,0.00258032210338,-0.0653301,2,-0.0011511256859218371,-0.0022006242086624467,-0.0007001606277499106,-0.0011511256859218371,-0.0022975411811181025,0.00023297281701692863,0.0025697832250449813,-2.035263639786778
01/15/1980,256.04384,-17.82128,0.00254233945052,-0.0653244,2,-0.0005837379116500251,-0.0023488999776576686,-0.000778080218957279,-0.0005837379116500251,-0.002464576170585064,0.00022046367400791237,0.002532762454339781,-1.8033619141234194
01/16/1980,270.39128,-18.95557,0.00250590850675,-0.0599497,2,1.6185001050097162e-05,-0.002369959710594627,-0.0008140064250982633,1.6185001050097162e-05,-0.0024981887175503817,0.00019587909905602883,0.0024982411458374094,-1.564317723118898
01/17/1980,285.26097,-18.96693,0.00247407052243,-0.0495305,2,0.0006158579340124721,-0.0022572376274718944,-0.0008041282535740139,0.0006158579340124721,-0.0023908389109981495,0.0001601038935445426,0.00246888470634595,-1.3186863078032602
01/18/1980,300.38134,-17.76342,0.00244947152094,-0.0351105,2,0.0011797652973703832,-0.002012362563377931,-0.0007473028091287289,0.0011797652973703832,-0.0021435665605791018,0.00011483455657494853,0.002446778240158341,-1.0676653067264081
01/19/1980,315.45079,-15.38128,0.00243396773692,-0.0183475,2,0.0016724343417602891,-0.001646322587642673,-0.0006455883009208172,0.0016724343417602891,-0.0017672717318236535,6.255351920810633e-05,0.0024331637843766594,-0.8129625447204539
01/20/1980,330.2283,-11.98871,0.00242834806913,-0.0012172,2,0.0020618575110578734,-0.0011794848736809511,-0.0005044138991933735,0.0020618575110578734,-0.0012828005414440003,6.381207770620714e-06,0.002428339684853581,-0.5565528078977983
01/21/1980,344.59133,-7.85158,0.00243226734182,0.0144004,4,0.0023228577412178686,-0.0006401997986367029,-0.0003322657881483962,0.0023228577412178686,-0.0007195395627552876,-5.0191172314256825e-05,0.0024317494254766153,-0.30039107646301505
01/22/1980,358.54023,-3.28116,0.00244441792982,0.0271066,1,0.0024396187587870954,-6.216955367340384e-05,-0.0001399080912444233,0.0024396187587870954,-0.00011269167464082688,-0.00010363355569628078,0.002442220117384844,-0.046159517932454014
01/23/1980,12.16452,1.41169,0.00246288117085,0.0362035,1,0.0024068502974233033,0.0005188195666593736,6.067589943464682e-05,0.0024068502974233033,0.0005001431591665303,-0.0001507054340750403,0.002458265960767411,0.20488405422629577
01/24/1980,25.59743,5.94393,0.00248554313506,0.041697,1,0.002229540370834712,0.001068093801085773,0.00025739083733547095,0.002229540370834712,0.0010823411316440957,-0.00018871164726504876,0.0024783689375132197,0.4519439077389294
01/25/1980,38.97424,10.07041,0.00251045816555,0.044126,1,0.0019216338581441459,0.0015546784338061569,0.00043897435422670197,0.0019216338581441459,0.001601003583513059,-0.00021566418754410407,0.0025011775545105974,0.6946283294699624
01/26/1980,52.39883,13.58498,0.00253608551551,0.0443097,1,0.001504128531651266,0.0019530682033267832,0.0005956942969393944,0.001504128531651266,0.0020288586664412426,-0.00023034672530446534,0.0025256029236839926,0.9328433769385925
01/27/1980,65.91877,16.32082,0.00256137756045,0.0430985,1,0.0010030074122163864,0.0022442233058630207,0.0007197866987080512,0.0010030074122163864,0.002345349373292736,-0.000232308965412765,0.002550820956430624,1.1666764889412395
01/28/1980,79.51175,18.155,0.00258573856608,0.0411808,1,0.0004472595925428962,0.0024159617778707954,0.0008056869595936144,0.0004472595925428962,0.0025370855003432466,-0.0002218106240464506,0.0025762072857543083,1.3963004946411288
01/29/1980,93.08897,19.01689,0.00260889419321,0.0389685,1,-0.00013291165955074707,0.002462923749876214,0.0008500999967156873,-0.00013291165955074707,0.0025978387549559826,-0.000199742848104946,0.002601236572477748,1.6219141537354682
01/30/1980,106.51832,18.89596,0.00263071796451,0.0365618,1,-0.0007076612565656159,0.0023862223129790527,0.0008519598745202209,-0.0007076612565656159,0.0025282063736860616,-0.00016752637644497945,0.002625378434053051,1.8437182736201077
01/31/1980,119.66206,17.84263,0.00265105785282,0.0337824,1,-0.001248861163784248,0.0021928594045120815,0.0008122937674468286,-0.001248861163784248,0.002335021095288471,-0.00012700400445604415,0.0026480139202524444,2.0619254237353624
02/01/1980,132.41476,15.95916,0.00266959783845,0.0302579,1,-0.001731224198141781,0.0018949518314168197,0.0007340115472084206,-0.001731224198141781,0.0020305573536551196,-8.032576387670008e-05,0.002668389100321491,2.2767896191335213
02/02/1980,144.7278,13.3828,0.0026857776685,0.0255347,1,-0.0021331745466656093,0.0015088184073889423,0.0006216390042424655,-0.0021331745466656093,0.001631587624087352,-2.98305715040586e-05,0.0026856120013168394,2.4886464915279416
02/03/1980,156.61536,10.26681,0.00269878081679,0.019198,1,-0.002437443516701033,0.001054000287578407,0.00048100976471422403,-0.002437443516701033,0.0011583610495593515,2.2060798479560156e-05,0.0026986906488599507,2.697951732286438
02/04/1980,168.14669,6.76505,0.00270758807547,0.0109762,1,-0.0026314038742178084,0.000552284613474947,0.0003189491227416605,-0.0026314038742178084,0.0006335818880786537,7.294400782473264e-05,0.002706605319981065,2.90531299182197
02/05/1980,179.43257,3.02303,0.00271108473146,0.0008205,1,-0.002707179268734829,2.6811485395907206e-05,0.00014297542564636892,-0.002707179268734829,8.147139382285634e-05,0.00012051240631759188,0.002708404914535322,3.1115071648429944
02/06/1980,190.6123,-0.82436,0.00270820434221,-0.0110476,3,-0.0026616072610955205,-0.0004986976771562714,-3.8963747864413436e-05,-0.0026616072610955205,-0.00047304509069465367,0.0001626219204731918,0.002703317382429727,-2.965700204924047
02/07/1980,201.84332,-4.64967,0.00269809148442,-0.024118,2,-0.0024961394383058205,-0.0010005744015723537,-0.00021871540812697072,-0.0024961394383058205,-0.0010050090930361574,0.00019733799874494922,0.002690865171752583,-2.7588250677055086
02/08/1980,213.29271,-8.3257,0.00268026773845,-0.0375982,2,-0.0022167632705657947,-0.0014557375842862506,-0.0003881028700521968,-0.0022167632705657947,-0.001489991615870984,0.000222981471608057,0.002670976303357142,-2.549805304554258
02/09/1980,225.12767,-11.71637,0.00265478709035,-0.0504435,2,-0.0018340054622573829,-0.0018421970175756443,-0.0005390998125899369,-0.0018340054622573829,-0.00190462435066871,0.00023816914648816143,0.00264408206240845,-2.337307760305358
02/10/1980,237.50122,-14.66779,0.0026223665356,-0.0614144,2,-0.001363032116785882,-0.002139632391596665,-0.0006640202741447553,-0.001363032116785882,-0.00222720647752588,0.00024186980405106826,0.0026111884736500814,-2.1199867037699525
02/11/1980,250.52947,-17.00342,0.00258447348587,-0.069171,2,-0.0008238049720591418,-0.002330161701682751,-0.0007557744446503944,-0.0008238049720591418,-0.0024385114133354895,0.0002334751682903772,0.002573906087050732,-1.8965893867008625
02/12/1980,264.26057,-18.52887,0.00254334382319,-0.0724214,2,-0.00024116148510894628,-0.002399417250170539,-0.000808230041908134,-0.00024116148510894628,-0.0025229177714301046,0.00021289635896587858,0.002534417673410955,-1.6660951037616252
02/13/1980,278.64353,-19.05272,0.0025018963173,-0.0701331,2,0.00035540336898195514,-0.002337980265996009,-0.0008167140892924585,0.00035540336898195514,-0.0024699251950553542,0.00018067417819475238,0.002495364106468824,-1.4278849053064586
02/14/1980,293.51631,-18.42547,0.00246350838726,-0.0617967,2,0.0009325736457503828,-0.0021431040309766837,-0.0007786431029449221,0.0009325736457503828,-0.002275985968913129,0.00013808634495406872,0.0024596352850448366,-1.1819175031820874
02/15/1980,308.63346,-16.58789,0.00243163689185,-0.047685,2,0.001454976892590815,-0.0018204366481533985,-0.0006941978290752026,0.001454976892590815,-0.0019463540233085569,8.721371327548245e-05,0.002430072373824004,-0.928871673723884
02/16/1980,323.73332,-13.60832,0.00240931553704,-0.0289998,2,0.0018880307671214065,-0.00138520676394597,-0.0005668715908771861,0.0018880307671214065,-0.0014963909328296247,3.0908826742270085e-05,0.0024091172660233376,-0.6701921800622221
02/17/1980,338.61301,-9.68799,0.00239863015371,-0.0077839,2,0.002201605369489005,-0.0008622230705811363,-0.00040364809906857804,0.002201605369489005,-0.0009516361887756519,-2.73674174264114e-05,0.002398474022946729,-0.40799244205473334
02/18/1980,353.17223,-5.12999,0.00240032754068,0.0134511,4,0.002373757861303398,-0.00028422042252284686,-0.00021462681535201845,0.002373757861303398,-0.0003461407687369475,-8.385992287982387e-05,0.0023988621919321432,-0.1447991939676119
02/19/1980,7.41152,-0.28625,0.00241370143134,0.0322829,1,0.002393505679391465,0.00031135148525947596,-1.2058814215515879e-05,0.002393505679391465,0.00028086270570986245,-0.00013491220446980033,0.002409928068789163,0.1168094726705999
02/20/1980,21.39934,4.49512,0.00243680333322,0.0469056,1,0.002261831326068402,0.0008863719481618146,0.0001909824775197617,0.002261831326068402,0.0008891988607987216,-0.00017735535842486558,0.0024303406266674,0.3745719271543573
02/21/1980,35.22977,8.9071,0.00246689713085,0.0564222,1,0.001990772884329186,0.0014058854572289957,0.0003819566184367445,0.001990772884329186,0.0014418083425484134,-0.0002087905183992141,0.002458045559712543,0.6268134765495121
02/22/1980,48.98493,12.70222,0.00250099613758,0.0608399,1,0.0016011284258953557,0.0018409094202972986,0.000549929041095851,0.0016011284258953557,0.0019077506211349318,-0.00022772134625287106,0.0024906072891266616,0.8725614095080704
02/23/1980,62.70802,15.69742,0.00253632845379,0.0608475,1,0.0011195961980569637,0.00216992308854696,0.0006862216614126852,0.0011195961980569637,0.002263828851842205,-0.00023354937030094474,0.0025255527547720725,1.111511245115507
02/24/1980,76.38968,17.77271,0.00257064278705,0.0575073,1,0.0005760467001624683,0.0023792165441593803,0.0007846675562570555,0.0005760467001624683,0.002495011369891744,-0.00022647914242827395,0.0025606467028188693,1.3438928930104646
02/25/1980,89.9699,18.86841,0.00260233910611,0.0519696,1,1.2936594356495692e-06,0.0024624989691419304,0.0008415853947221218,1.2936594356495692e-06,0.0025940621134358534,-0.00020738587529379505,0.002594062436009978,1.5702976265819357
02/26/1980,103.35544,18.98194,0.00263045428704,0.0452608,1,-0.0005745707792786248,0.0024201431536485895,0.0008556081414141202,-0.0005745707792786248,0.0025607793355502404,-0.0001776720867923124,0.0026244470628652384,1.7915142871439695
02/27/1980,116.44744,18.16215,0.00265454950716,0.0381549,1,-0.0011233713299760339,0.002258319940066879,0.0008274424386309934,-0.0011233713299760339,0.0024011057599156085,-0.00013914406437705122,0.0026509002273401453,2.0083995448438015
02/28/1980,129.16934,16.50023,0.00267454502326,0.0311172,1,-0.0016197145003166856,0.0019881373826687544,0.0007596221208888906,-0.0016197145003166856,0.0021262407289278987,-9.38955885910563e-05,0.002672896312969879,2.221790187997847
02/29/1980,141.48594,14.11758,0.00269054037139,0.0243076,1,-0.002041644040230247,0.0016248151596284417,0.0006562566571954544,-0.002041644040230247,0.0017517826775996833,-4.4210332880839035e-05,0.0026901771199209176,2.432457777446447
03/01/1980,153.40962,11.15323,0.00270264978629,0.0176279,1,-0.002371143932409411,0.0011868825244860002,0.0005227831215725645,-0.002371143932409411,0.0012968946079388876,7.529610245847766e-06,0.0027026392974836516,2.6410949417086194
03/02/1980,164.99635,7.75318,0.00271087514675,0.0108026,1,-0.0025945227335611182,0.0006953774238179708,0.0003657131180934845,-0.0025945227335611182,0.0007834686263235728,5.89301100290042e-05,0.0027102345476727294,2.848329290354354
03/03/1980,176.33645,4.06305,0.00271503146352,0.0034776,1,-0.002702673428212696,0.00017304756475795195,0.00019237133016104007,-0.002702673428212696,0.00023528893814496753,0.00010766291805073415,0.0027128959699885937,3.0547537478845377
03/04/1980,187.54468,0.22445,0.00271473230192,-0.0046732,3,-0.0026912096008440555,-0.00035643970009087677,1.0634642061039567e-05,-0.0026912096008440555,-0.0003227968401120103,0.0001515406065262438,0.0027104993849218113,-3.0222180553975058
03/05/1980,198.75167,-3.62537,0.00270943487212,-0.0138499,2,-0.00256048588028767,-0.0008692510677346708,-0.00017132414993086312,-0.00256048588028767,-0.0008656711284623495,0.0001885812303865905,0.0027028641190052086,-2.815568467227806
03/06/1980,210.09671,-7.35124,0.00269853778269,-0.0240436,2,-0.0023155310525513513,-0.0013420887690807966,-0.00034528226885127884,-0.0023155310525513513,-0.0013686878085388964,0.0002170617240162075,0.002689793741641276,-2.6077502049486583
03/07/1980,221.72044,-10.81576,0.00268151952862,-0.0349789,2,-0.0019659332705363533,-0.0017528411265327597,-0.000503191159803142,-0.0019659332705363533,-0.001808358281259271,0.00023557097607659872,0.002671152054376678,-2.397919812772184
03/08/1980,233.75509,-13.87442,0.00265810278436,-0.0460828,2,-0.0015257186449496014,-0.0020812053737933535,-0.0006373987925696148,-0.0015257186449496014,-0.0021630113197324006,0.00024305361421923972,0.002646967199048252,-2.185115797688703
03/09/1980,246.31013,-16.37192,0.0026284275231,-0.056486,2,-0.0010132439825322511,-0.002309343488152502,-0.0007408782152144964,-0.0010132439825322511,-0.002413485697028521,0.00023886118623697781,0.0026175516380577985,-1.9682763778131813
03/10/1980,259.45266,-18.14293,0.00259321309957,-0.0650612,2,-0.00045108220449498676,-0.002422648942118733,-0.0008074968283655193,-0.00045108220449498676,-0.002543940778215918,0.00022281010187955713,0.0025836233932757823,-1.746288591652482
03/11/1980,273.18587,-19.02119,0.00255388388533,-0.0705139,2,0.00013418299405433033,-0.002410705472153441,-0.0008323562640986912,0.00013418299405433033,-0.00254287136954453,0.00019525117619517858,0.0025464092125859618,-1.5180769248460833
03/12/1980,287.43488,-18.86011,0.00251262429868,-0.0715389,2,0.0007124173256021732,-0.002268486012515131,-0.0008122275737268543,0.0007124173256021732,-0.002404380826516182,0.00015714726081091036,0.0025077052467817646,-1.2827377476771418
03/13/1980,302.05289,-17.56405,0.0024723199638,-0.0670591,2,0.0012508966422344367,-0.0019977471547783553,-0.0007460763361919675,0.0012508966422344367,-0.002129669321615194,0.00011014615028099445,0.0024698651438858576,-1.0397178792090556
03/14/1980,316.8544,-15.12301,0.00243634085418,-0.0565284,2,0.0017160368296582833,-0.0016084024836143392,-0.0006356223782294849,0.0017160368296582833,-0.0017285164991531856,5.6613330215559386e-05,0.002435683002483787,-0.7890211628694658
03/15/1980,331.66575,-11.63802,0.0024081439888,-0.0402369,2,0.0020760571403878967,-0.0011194429272576775,-0.0004857898241531684,0.0020760571403878967,-0.001220304899828258,-4.148411134848105e-07,0.0024081439530685093,-0.5314000799829146
03/16/1980,346.36937,-7.3255,0.00239072969724,-0.0194879,2,0.0023044311363482994,-0.000558804772237115,-0.000304832494361697,0.0023044311363482994,-0.0006339487472397736,-5.739868436531985e-05,0.002390040559550903,-0.26845907350228815
03/17/1980,0.9213,-2.4965,0.0023860678059,0.0034958,2,0.0023834949831580935,3.832923162543056e-05,-0.00010393319785152552,0.0023834949831580935,-6.175849860649229e-06,-0.00011060333851714864,0.0023835029842358708,-0.002591084136242131
03/18/1980,15.3387,2.48431,0.00239467310047,0.0259911,4,0.0023072018596397097,0.0006328543261115257,0.0001037990313615457,0.0023072018596397097,0.0006219214032117942,-0.0001565011348736526,0.0023895536513955616,0.2632984813445468
03/19/1980,29.66829,7.2483,0.0024154917439,0.0453972,1,0.0020820618510934016,0.0011860603940636216,0.0003047614718172667,0.0020820618510934016,0.0012094163214946166,-0.00019217433328363586,0.0024078350006750985,0.526237801940693
03/20/1980,43.95019,11.46818,0.00244614566674,0.0598073,1,0.0017259268910416463,0.0016638109893835154,0.00048635170534998815,0.0017259268910416463,0.0017199763736183249,-0.0002156067343218913,0.0024366251987176703,0.7836713269045023
03/21/1980,58.18883,14.88964,0.00248343587213,0.0683083,1,0.0012651170767576773,0.002039537037425633,0.0006381388454304244,0.0012651170767576773,0.002125075741636167,-0.0002257999233562717,0.0024731494345458377,1.0338192074056396
03/22/1980,72.33915,17.34636,0.00252392349086,0.0709564,1,0.0007308883281926543,0.002295590185083584,0.000752500991078811,0.0007308883281926543,0.0024054905600486495,-0.0002227267495015136,0.002514076884817053,1.2758187790478772
03/23/1980,86.31233,18.76068,0.00256442571918,0.0685312,1,0.00015617449331136233,0.002423150698526611,0.0008247602615674428,0.00015617449331136233,0.002551268127320454,-0.00020717079753088542,0.002556043726120951,1.5096581593885865
03/24/1980,99.99883,19.1334,0.00260234180267,0.0622162,1,-0.00042687905767311223,0.0024212405588117554,0.0008529661683846547,-0.00042687905767311223,0.002560735269089354,-0.00018053257236780328,0.002596072196268434,1.7359791418212172
03/25/1980,113.29931,18.5268,0.00263580076975,0.053313,1,-0.0009885199717871607,0.0022953937850250425,0.0008375209459237497,-0.0009885199717871607,0.002439129348574255,-0.0001446443366203274,0.0026318289674099947,1.9558424726326338
03/26/1980,126.15064,17.04497,0.00266366599285,0.0430349,1,-0.0015023034661375582,0.0020563521106012903,0.0007807796195612913,-0.0015023034661375582,0.0021972424891862994,-0.00010161821102071429,0.002661726932022616,2.170513849002683
03/27/1980,138.53884,14.81566,0.00268544335204,0.0323776,1,-0.0019455759703616777,0.0017189504081782238,0.0006866947173169207,-0.0019455759703616777,0.0018502576462194787,-5.3728792778194394e-05,0.0026849058109815376,2.3813005159428773
03/28/1980,150.49842,11.97659,0.00270113448203,0.0220551,1,-0.0022997375691684706,0.0013012126329826387,0.0005605178736962451,-0.0022997375691684706,0.0014168004559344774,-3.3273157991820694e-06,0.002701132432699487,2.589440341962624
03/29/1980,162.10322,8.66747,0.00271106688232,0.0124821,1,-0.00255041962134377,0.000823604809709962,0.0004085566214120184,-0.00255041962134377,0.0009181571217100339,4.72323546960325e-05,0.002710655408767804,2.7960349702248775
03/30/1980,173.45469,5.02674,0.00271572472308,0.003792,1,-0.002687646860239977,0.00030837187954462685,0.00023795358811383872,-0.002687646860239977,0.00037757815257204294,9.56549261168463e-05,0.0027140395919473103,3.002019577162711
03/31/1980,184.67135,1.19163,0.00271559921603,-0.004114,3,-0.0027059932863035007,-0.0002211109589690853,5.647459966127829e-05,-0.0027059932863035007,-0.00018040105761043485,0.00013976728872009623,0.0027120000381833666,-3.0750239360321032
04/01/1980,195.88049,-2.70017,0.00271107425427,-0.0114947,2,-0.0026047097281579126,-0.000741012267969097,-0.0001277171207178732,-0.0026047097281579126,-0.0007306684480156619,0.00017757945624298057,0.0027052521414622486,-2.8681035014516962
04/02/1980,207.21135,-6.50822,0.00270235989269,-0.018677,2,-0.002387790716462947,-0.0012277557433484105,-0.0003063010262272529,-0.002387790716462947,-0.0012482834587873282,0.00020734727032401695,0.0026943934566259413,-2.6598894636094013
04/03/1980,218.78838,-10.08731,0.00268948189253,-0.025955,2,-0.002063951585367732,-0.0016587706144184724,-0.00047105918125702736,-0.002063951585367732,-0.0017092689053832737,0.0002276324067320889,0.0026798314009750888,-2.4499190753435096
04/04/1980,230.72266,-13.28628,0.00267232969901,-0.0334908,2,-0.0016465021060716818,-0.002013256455162885,-0.0006141459766678975,-0.0016465021060716818,-0.002091419965770236,0.00023735914073406777,0.0026617675816120495,-2.2377237516311923
04/05/1980,243.10043,-15.94871,0.00265075843331,-0.0412287,2,-0.0011531148618301144,-0.0022729558363599653,-0.0007283667710348757,-0.0011531148618301144,-0.0023751239120171183,0.0002358660419710713,0.0026402438300295265,-2.022774135961195
04/06/1980,255.96905,-17.9168,0.00262473362441,-0.0488345,2,-0.0006054955782507358,-0.002422933658084024,-0.0008074615732967304,-0.0006054955782507358,-0.0025441879763715564,0.00022295570123606612,0.00261524709241685,-1.8044415057705185
04/07/1980,269.32379,-19.04028,0.00259450092514,-0.0556715,2,-2.894459788676335e-05,-0.0024523835769858665,-0.000846411278360287,-2.894459788676335e-05,-0.002586701047358892,0.0001989345429981934,0.0025868629840318977,-1.5819856329368502
04/08/1980,283.10211,-19.1909,0.00256075657224,-0.0608244,2,0.0005482319892103406,-0.002355493665742891,-0.00084176332714246,0.0005482319892103406,-0.0024959574369328584,0.00016465837754691824,0.002555457266512976,-1.3545818230372373
04/09/1980,297.1929,-18.28174,0.0025247869906,-0.0631847,2,0.0010955593113584786,-0.0021323777847330875,-0.000792000079782541,0.0010955593113584786,-0.002271457927734034,0.00012156490337654978,0.002521858703847235,-1.1213961635217486
04/10/1980,311.46297,-16.28759,0.00248853767635,-0.0616118,2,0.0015816193420529455,-0.0017900252781304195,-0.0006979323227302059,0.0015816193420529455,-0.0019199376303550317,7.169043872213025e-05,0.0024875048236353806,-0.8817185661292013
04/11/1980,325.79328,-13.26153,0.00245456536461,-0.0551759,2,0.001975828751851211,-0.0013431106265534905,-0.0005630681285068444,0.001975828751851211,-0.0014562555491060701,1.765356051589256e-05,0.0024545018804116112,-0.6351519402393943
04/12/1980,340.11016,-9.34408,0.00242583177876,-0.0434563,2,0.002250859143995194,-0.0008143482269851835,-0.0003938653297019391,0.002250859143995194,-0.0009038205145994763,-3.7435412703307506e-05,0.0024255429100961375,-0.3818372880696309
04/13/1980,354.39843,-4.76238,0.00240532447341,-0.0268245,2,0.002385573869759366,-0.00023397356037671072,-0.00019969854118411618,0.002385573869759366,-0.0002941020464910042,-9.015054384872912e-05,0.0024036344775836597,-0.12266460879044962
04/14/1980,8.69277,0.18188,0.00239554819908,-0.0065868,2,0.0023680185246599938,0.0003620519488581882,7.60442703460744e-06,0.0023680185246599938,0.0003352010601564724,-0.00013703900996619086,0.002391625280821165,0.14061914855748953
04/15/1980,23.05143,5.13761,0.00239800503748,0.0151354,4,0.002197668586168541,0.0009351839695288713,0.0002147367883797399,0.002197668586168541,0.0009434319366117138,-0.0001749775017780669,0.002391612642894113,0.4054966952014635
04/16/1980,37.52067,9.74193,0.00241282913352,0.0358135,1,0.0018861003463505476,0.0014483370560138358,0.0004082764789164262,0.0018861003463505476,0.0014912263609043015,-0.00020152878604143336,0.002404398173339753,0.6690075041491527
04/17/1980,52.09961,13.66496,0.00243871259291,0.0530785,1,0.0014556732217340385,0.0018698683313428531,0.0005761310664990687,0.0014556732217340385,0.001944742467491278,-0.00021520064470209165,0.0024291990024157386,0.9282448740207311
04/18/1980,66.71773,16.65192,0.00247315029778,0.0652203,1,0.0009365457089478584,0.0021764884845598023,0.0007086976838111097,0.0009365457089478584,0.0022787929300024496,-0.00021553958483653656,0.002463740059904412,1.180857640598932
04/19/1980,81.23723,18.5513,0.002512906876,0.0714386,1,0.00036293352222242586,0.0023545265591675872,0.0007994904052393291,0.00036293352222242586,0.0024782549381268727,-0.00020305833532528403,0.0025046892581521976,1.425382787968773
04/20/1980,95.48412,19.32145,0.00255454635053,0.071816,1,-0.00023038712527100454,0.0023996327320568215,0.0008452168838570473,-0.00023038712527100454,0.0025378279870193958,-0.00017904730608580427,0.002548263942214298,1.6613293914899823
04/21/1980,109.2965,19.01512,0.00259488638531,0.0671046,1,-0.0008107062956970069,0.0023154672025757724,0.0008454598089680904,-0.0008107062956970069,0.0024607042475882886,-0.00014534531531971452,0.0025908126315852733,1.889057820299566
04/22/1980,122.56713,17.74954,0.00263130646789,0.0584527,1,-0.0013489760117518623,0.00211200347584673,0.000802171282014707,-0.0013489760117518623,0.002256810733623036,-0.00010412857572078776,0.0026292453228403978,2.109549128941127
04/23/1980,135.26331,15.67414,0.00266190293512,0.0471579,1,-0.0018205651557727373,0.0018039083123597118,0.0007191554422975577,-0.0018205651557727373,0.001941117134907309,-5.7740957351775355e-05,0.002661276614304603,2.3241580966476594
04/24/1980,147.42302,12.94548,0.00268551913664,0.0344838,1,-0.00220548595040652,0.0014092189074660256,0.000601620168095586,-0.00220548595040652,0.0015322438300591481,-8.579106292159523e-06,0.0026855054332834403,2.534404238473212
04/25/1980,159.13743,9.71361,0.0027016881795,0.0215394,1,-0.0024883647360503303,0.0009483519243367556,0.00045583833454193666,-0.0024883647360503303,0.0010514179481528492,4.099094940650342e-05,0.0027013771971564388,2.741812841329335
04/26/1980,170.53113,6.1183,0.00271052074622,0.0092065,1,-0.0026583613575768467,0.00044337247001227013,0.00028889178089109684,-0.0026583613575768467,0.0005217008233752773,8.86896787724962e-05,0.0027090693709405558,2.9478063887579786
04/27/1980,181.74597,2.2918,0.00271256195167,-0.0018965,1,-0.002709133913850555,-8.258079802314241e-05,0.00010847207138426084,-0.002709133913850555,-3.261871216392693e-05,0.00013236992894648735,0.002709330275835425,-3.129552962266604
04/28/1980,192.92975,-1.63535,0.00270863465733,-0.011426,3,-0.0026388823536963877,-0.0006058269875352716,-7.73000091394472e-05,-0.0026388823536963877,-0.0005865836015813594,0.00017006266078966847,0.00270329066108222,-2.922864015850189
04/29/1980,204.22793,-5.52791,0.0026996836578,-0.0192991,2,-0.002450446699845759,-0.0011027105129492833,-0.00026006220032627887,-0.002450446699845759,-0.0011151639529970836,0.000200030451040174,0.0026922629275108055,-2.7145172768398402
